% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
11506 +9.493493862e+01 +9.493493862e+01 +1.975449386e+02 +1.975449386e+02 +1.7163e+00 +1.4636e+00 -4.5970e-01 +1.2036e+00 -5.8450e-01 -6.5651e-01 -2.0519e+00 -1.5156e+00 -1.2325e-01 +2.7364e+00 -1.2106e+00 -9.1176e-01 -7.8929e-01 +1.0575e+00 -1.5413e+00 -4.1027e-01 -1.7230e+00 -2.6048e+00 +1.4530e+00 +2.0143e+00
11550 +9.283074914e+01 +9.283074914e+01 +1.954407491e+02 +1.954407491e+02 +1.7141e+00 +1.4594e+00 -4.5879e-01 +1.1980e+00 -5.8462e-01 -6.4940e-01 -2.0480e+00 -1.5132e+00 -1.2548e-01 +2.7307e+00 -1.2141e+00 -9.1935e-01 -7.9700e-01 +1.0491e+00 -1.5452e+00 -4.1315e-01 -1.7107e+00 -2.6021e+00 +1.4566e+00 +2.0082e+00
11660 +8.693004062e+01 +8.693004062e+01 +1.895400406e+02 +1.895400406e+02 +1.7146e+00 +1.4576e+00 -4.5633e-01 +1.1967e+00 -5.7123e-01 -6.4360e-01 -2.0396e+00 -1.5130e+00 -1.4716e-01 +2.7452e+00 -1.2105e+00 -9.1192e-01 -7.9538e-01 +1.0534e+00 -1.5401e+00 -4.0046e-01 -1.7118e+00 -2.6034e+00 +1.4628e+00 +2.0107e+00
11735 +8.185421656e+01 +8.185421656e+01 +1.844642166e+02 +1.844642166e+02 +1.7080e+00 +1.4661e+00 -4.6310e-01 +1.1966e+00 -5.8046e-01 -6.2748e-01 -2.0401e+00 -1.5081e+00 -1.4386e-01 +2.7424e+00 -1.2222e+00 -9.1299e-01 -7.7469e-01 +1.0660e+00 -1.5418e+00 -3.8832e-01 -1.7133e+00 -2.6063e+00 +1.4662e+00 +2.0202e+00
11770 +8.085786818e+01 +8.085786818e+01 +1.834678682e+02 +1.834678682e+02 +1.7057e+00 +1.4586e+00 -4.6426e-01 +1.1919e+00 -5.7163e-01 -6.3735e-01 -2.0425e+00 -1.5124e+00 -1.5213e-01 +2.7490e+00 -1.2154e+00 -9.0655e-01 -7.8485e-01 +1.0520e+00 -1.5431e+00 -4.0265e-01 -1.7067e+00 -2.5987e+00 +1.4718e+00 +2.0122e+00
11792 +7.848152035e+01 +7.848152035e+01 +1.810915204e+02 +1.810915204e+02 +1.7026e+00 +1.4630e+00 -4.6627e-01 +1.1918e+00 -5.6975e-01 -6.3581e-01 -2.0427e+00 -1.5098e+00 -1.5052e-01 +2.7455e+00 -1.2192e+00 -9.0569e-01 -7.8421e-01 +1.0548e+00 -1.5408e+00 -4.0570e-01 -1.7057e+00 -2.6021e+00 +1.4709e+00 +2.0165e+00
11838 +7.689159788e+01 +7.689159788e+01 +1.795015979e+02 +1.795015979e+02 +1.6940e+00 +1.4652e+00 -4.6856e-01 +1.1879e+00 -5.6571e-01 -6.3072e-01 -2.0428e+00 -1.5191e+00 -1.5542e-01 +2.7510e+00 -1.2186e+00 -9.0224e-01 -7.7500e-01 +1.0478e+00 -1.5427e+00 -4.0457e-01 -1.7025e+00 -2.6037e+00 +1.4625e+00 +2.0150e+00
11902 +7.321985700e+01 +7.321985700e+01 +1.758298570e+02 +1.758298570e+02 +1.7027e+00 +1.4741e+00 -4.7078e-01 +1.1824e+00 -5.6829e-01 -6.3050e-01 -2.0459e+00 -1.5114e+00 -1.4992e-01 +2.7573e+00 -1.2188e+00 -9.0634e-01 -7.8016e-01 +1.0503e+00 -1.5402e+00 -4.0348e-01 -1.7078e+00 -2.6054e+00 +1.4598e+00 +2.0140e+00
11924 +7.220667032e+01 +7.220667032e+01 +1.748166703e+02 +1.748166703e+02 +1.7008e+00 +1.4694e+00 -4.7179e-01 +1.1825e+00 -5.6555e-01 -6.2979e-01 -2.0441e+00 -1.5116e+00 -1.4810e-01 +2.7581e+00 -1.2201e+00 -9.0719e-01 -7.7808e-01 +1.0491e+00 -1.5414e+00 -4.0078e-01 -1.7018e+00 -2.6074e+00 +1.4628e+00 +2.0100e+00
12100 +7.028338158e+01 +7.028338158e+01 +1.728933816e+02 +1.728933816e+02 +1.7033e+00 +1.4805e+00 -4.6920e-01 +1.1803e+00 -5.6797e-01 -6.2530e-01 -2.0446e+00 -1.5096e+00 -1.4749e-01 +2.7561e+00 -1.2220e+00 -9.0980e-01 -7.7587e-01 +1.0426e+00 -1.5388e+00 -3.9884e-01 -1.7011e+00 -2.6095e+00 +1.4570e+00 +2.0137e+00
12144 +6.818871221e+01 +6.818871221e+01 +1.707987122e+02 +1.707987122e+02 +1.6998e+00 +1.4814e+00 -4.6827e-01 +1.1773e+00 -5.6466e-01 -6.2064e-01 -2.0435e+00 -1.5081e+00 -1.4656e-01 +2.7624e+00 -1.2222e+00 -9.0953e-01 -7.7619e-01 +1.0454e+00 -1.5387e+00 -4.0199e-01 -1.6985e+00 -2.6114e+00 +1.4625e+00 +2.0182e+00
12166 +6.680807545e+01 +6.680807545e+01 +1.694180754e+02 +1.694180754e+02 +1.7004e+00 +1.4789e+00 -4.6814e-01 +1.1732e+00 -5.6624e-01 -6.2244e-01 -2.0414e+00 -1.5115e+00 -1.4710e-01 +2.7640e+00 -1.2227e+00 -9.0665e-01 -7.7554e-01 +1.0474e+00 -1.5391e+00 -4.0109e-01 -1.7013e+00 -2.6133e+00 +1.4628e+00 +2.0177e+00
12222 +6.451419553e+01 +6.451419553e+01 +1.671241955e+02 +1.671241955e+02 +1.6936e+00 +1.4761e+00 -4.6340e-01 +1.1682e+00 -5.7290e-01 -6.1870e-01 -2.0431e+00 -1.5134e+00 -1.4703e-01 +2.7645e+00 -1.2303e+00 -8.9636e-01 -7.6979e-01 +1.0473e+00 -1.5374e+00 -4.0203e-01 -1.7032e+00 -2.6145e+00 +1.4686e+00 +2.0154e+00
12298 +6.247836412e+01 +6.247836412e+01 +1.650883641e+02 +1.650883641e+02 +1.6957e+00 +1.4805e+00 -4.6085e-01 +1.1664e+00 -5.6852e-01 -6.1294e-01 -2.0405e+00 -1.5148e+00 -1.4674e-01 +2.7640e+00 -1.2263e+00 -9.0345e-01 -7.7017e-01 +1.0456e+00 -1.5398e+00 -4.0713e-01 -1.6944e+00 -2.6158e+00 +1.4700e+00 +2.0135e+00
12386 +6.119301364e+01 +6.119301364e+01 +1.638030136e+02 +1.638030136e+02 +1.6933e+00 +1.4771e+00 -4.5931e-01 +1.1627e+00 -5.6619e-01 -6.1026e-01 -2.0356e+00 -1.5114e+00 -1.4969e-01 +2.7659e+00 -1.2282e+00 -9.0327e-01 -7.7150e-01 +1.0502e+00 -1.5419e+00 -3.9955e-01 -1.6914e+00 -2.6204e+00 +1.4725e+00 +2.0180e+00
12422 +6.024643507e+01 +6.024643507e+01 +1.628564351e+02 +1.628564351e+02 +1.6924e+00 +1.4770e+00 -4.5641e-01 +1.1636e+00 -5.6840e-01 -6.1244e-01 -2.0308e+00 -1.5152e+00 -1.5074e-01 +2.7718e+00 -1.2299e+00 -8.9728e-01 -7.7005e-01 +1.0522e+00 -1.5421e+00 -4.0090e-01 -1.6947e+00 -2.6247e+00 +1.4748e+00 +2.0202e+00
12672 +5.873215981e+01 +5.873215981e+01 +1.613421598e+02 +1.613421598e+02 +1.6945e+00 +1.4763e+00 -4.5677e-01 +1.1624e+00 -5.7112e-01 -6.0722e-01 -2.0320e+00 -1.5133e+00 -1.4658e-01 +2.7697e+00 -1.2354e+00 -8.9540e-01 -7.7113e-01 +1.0482e+00 -1.5459e+00 -3.9822e-01 -1.6984e+00 -2.6291e+00 +1.4727e+00 +2.0103e+00
12870 +5.738555242e+01 +5.738555242e+01 +1.599955524e+02 +1.599955524e+02 +1.6879e+00 +1.4732e+00 -4.5589e-01 +1.1598e+00 -5.7098e-01 -6.0689e-01 -2.0307e+00 -1.5157e+00 -1.4299e-01 +2.7765e+00 -1.2366e+00 -8.9664e-01 -7.7085e-01 +1.0484e+00 -1.5466e+00 -3.9878e-01 -1.6939e+00 -2.6288e+00 +1.4731e+00 +2.0117e+00
13024 +5.620197110e+01 +5.620197110e+01 +1.588119711e+02 +1.588119711e+02 +1.6866e+00 +1.4741e+00 -4.5322e-01 +1.1544e+00 -5.6963e-01 -6.0359e-01 -2.0274e+00 -1.5175e+00 -1.4236e-01 +2.7816e+00 -1.2391e+00 -8.9560e-01 -7.6854e-01 +1.0474e+00 -1.5482e+00 -3.9866e-01 -1.6886e+00 -2.6298e+00 +1.4752e+00 +2.0136e+00
13288 +5.491379091e+01 +5.491379091e+01 +1.575237909e+02 +1.575237909e+02 +1.6882e+00 +1.4721e+00 -4.4791e-01 +1.1496e+00 -5.7052e-01 -6.0421e-01 -2.0216e+00 -1.5241e+00 -1.4048e-01 +2.7782e+00 -1.2382e+00 -8.9283e-01 -7.6743e-01 +1.0451e+00 -1.5490e+00 -4.0994e-01 -1.6856e+00 -2.6299e+00 +1.4725e+00 +2.0171e+00
13596 +5.361731705e+01 +5.361731705e+01 +1.562273171e+02 +1.562273171e+02 +1.6891e+00 +1.4713e+00 -4.4339e-01 +1.1427e+00 -5.6854e-01 -6.0257e-01 -2.0138e+00 -1.5244e+00 -1.3803e-01 +2.7836e+00 -1.2417e+00 -8.9567e-01 -7.6373e-01 +1.0457e+00 -1.5493e+00 -4.0874e-01 -1.6815e+00 -2.6291e+00 +1.4752e+00 +2.0206e+00
14371 +5.244991602e+01 +5.244991602e+01 +1.550599160e+02 +1.550599160e+02 +1.6908e+00 +1.4680e+00 -4.3264e-01 +1.1361e+00 -5.7026e-01 -6.0296e-01 -2.0103e+00 -1.5254e+00 -1.2976e-01 +2.7866e+00 -1.2416e+00 -8.9838e-01 -7.6352e-01 +1.0459e+00 -1.5525e+00 -4.0612e-01 -1.6715e+00 -2.6375e+00 +1.4771e+00 +2.0206e+00
16346 +5.128068021e+01 +5.128068021e+01 +1.538906802e+02 +1.538906802e+02 +1.6918e+00 +1.4639e+00 -4.2515e-01 +1.1274e+00 -5.7195e-01 -6.0701e-01 -1.9978e+00 -1.5331e+00 -1.2219e-01 +2.7901e+00 -1.2466e+00 -8.9988e-01 -7.6212e-01 +1.0451e+00 -1.5541e+00 -4.1127e-01 -1.6669e+00 -2.6397e+00 +1.4776e+00 +2.0310e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.422558314e+02 +3.422558314e+02 +4.355558314e+02 +4.355558314e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
616 +3.363967848e+02 +3.363967848e+02 +4.296967848e+02 +4.296967848e+02 +2.0015e+00 -9.9105e-01 -2.4406e+00 -5.4486e-01 -1.5084e+00 +1.2873e+00 -1.0108e+00 +1.3045e+00 -2.2421e+00 -2.0041e+00 +7.0903e-01 +3.1791e-03 -1.1504e+00 -8.6355e-01 -2.1531e-01 -2.8401e+00 +1.8437e+00 +6.6659e-01 +6.8631e-01 -1.5203e+00
638 +2.438635752e+02 +2.438635752e+02 +3.371635752e+02 +3.371635752e+02 +2.7688e+00 -1.2935e+00 -2.2046e+00 -1.4249e+00 -1.3347e+00 +7.1809e-01 +7.1325e-01 +9.7132e-01 -1.4153e+00 -1.3578e+00 +1.1102e+00 -1.1036e+00 -8.2197e-01 -1.4333e+00 -1.0087e-01 -3.1126e+00 +1.0425e-01 +6.1452e-01 +2.3062e-01 -1.5605e+00
682 +2.367091013e+02 +2.367091013e+02 +3.300091013e+02 +3.300091013e+02 +1.2928e+00 -2.0520e+00 +2.7363e-01 -1.5619e+00 -1.4194e+00 +8.1355e-01 -8.6746e-02 +4.0371e-01 -1.8458e+00 -7.3438e-01 +4.4816e-01 +8.3965e-01 -5.3663e-01 +5.0010e-01 -5.0769e-02 -1.6660e+00 -5.2530e-01 +3.7924e-01 -4.9570e-01 -1.8211e+00
836 +1.984585447e+02 +1.984585447e+02 +2.917585447e+02 +2.917585447e+02 +1.0252e+00 -1.2400e+00 -1.1461e+00 -1.9379e+00 -5.0601e-01 +2.2787e+00 -1.8327e-01 +1.9143e+00 +2.2988e-01 -1.1614e+00 +8.4009e-01 +1.9309e+00 +5.4091e-01 +2.0418e+00 -1.3944e+00 -1.0472e+00 -1.9642e+00 +1.4757e+00 -9.2915e-01 -1.3665e+00
986 +1.895780529e+02 +1.895780529e+02 +2.828780529e+02 +2.828780529e+02 +1.3802e+00 -1.8509e+00 -2.4674e+00 -1.1571e+00 -2.9015e+00 +1.1391e+00 -5.4390e-01 +1.3445e+00 -1.5401e+00 -1.1571e+00 +1.4583e+00 +1.4906e+00 +6.3397e-01 -5.2510e-01 -1.4071e+00 -4.0718e-01 -1.3471e+00 +1.0779e+00 -1.4217e+00 -1.2490e+00
1320 +1.824577551e+02 +1.824577551e+02 +2.757577551e+02 +2.757577551e+02 +2.2015e+00 -1.9891e+00 -7.0361e-01 -2.0581e+00 -1.1986e+00 +2.8187e+00 -1.1793e+00 +1.7138e+00 -1.6873e+00 -1.5182e+00 +1.3138e+00 +2.2032e+00 +4.4977e-01 +1.2495e+00 -1.0490e+00 -1.0870e+00 -1.2216e+00 +6.2452e-01 -1.4664e+00 -1.7362e+00
1487 +1.739430559e+02 +1.739430559e+02 +2.672430559e+02 +2.672430559e+02 +1.7946e+00 -2.0365e+00 -8.9829e-01 -2.5208e+00 -3.1640e+00 +1.3392e+00 -1.7025e+00 +2.1408e+00 -9.2229e-01 -9.8517e-01 +2.6721e+00 +1.2883e+00 +1.2289e+00 +5.5380e-01 -1.0227e+00 -1.8505e+00 -5.4992e-01 +8.3852e-01 -2.0537e+00 -9.8590e-01
1611 +1.554227913e+02 +1.554227913e+02 +2.487227913e+02 +2.487227913e+02 +2.2529e+00 -1.2106e+00 -1.2789e+00 -1.9794e+00 -1.8001e+00 -2.5419e-01 -6.8681e-01 +1.9058e+00 -5.0476e-01 -6.8206e-01 +2.2274e+00 +2.3298e+00 +2.2612e+00 +1.4480e+00 -1.5526e+00 -1.8845e+00 -1.7200e+00 +9.7178e-01 -1.3161e+00 -1.4787e+00
3241 +1.526774199e+02 +1.526774199e+02 +2.459774199e+02 +2.459774199e+02 +1.1716e+00 -2.0017e+00 -1.3221e+00 +5.1415e-02 -9.7587e-01 +1.5173e+00 -1.8696e+00 +1.6019e+00 -1.7508e+00 -7.8769e-01 +1.3315e+00 +1.2209e+00 +2.3474e+00 +6.5207e-01 -1.6913e+00 -9.2107e-01 -2.4637e-01 +2.0541e+00 -1.0896e+00 -1.2168e+00
3295 +1.421121727e+02 +1.421121727e+02 +2.354121727e+02 +2.354121727e+02 +1.3502e+00 -2.0446e+00 -1.3837e+00 -4.1678e-01 -9.0456e-01 +1.4139e+00 -1.7069e+00 +2.1206e+00 -1.3243e+00 -7.6358e-01 +1.3051e+00 +8.2821e-01 +2.2098e+00 +5.8143e-01 -1.9497e+00 -8.9095e-01 -3.9389e-01 +1.6133e+00 -1.1051e+00 -1.3536e+00
5708 +1.412096918e+02 +1.412096918e+02 +2.345096918e+02 +2.345096918e+02 +1.2278e+00 -9.3773e-01 -1.0174e+00 -5.5345e-01 -6.9910e-01 +1.3763e+00 -1.6522e+00 +1.7904e+00 -1.5204e+00 -1.1037e+00 +6.3716e-01 +1.5502e+00 +1.3506e+00 +5.8056e-01 -1.5263e+00 -1.1545e+00 -2.4546e-01 +1.3590e+00 -1.6379e+00 -7.7154e-01
8780 +1.283051417e+02 +1.283051417e+02 +2.216051417e+02 +2.216051417e+02 +9.0940e-01 -1.0378e+00 -1.5548e+00 -1.4012e-01 -9.7990e-01 +1.3249e+00 -1.8716e+00 +7.9493e-01 -9.0334e-01 -5.7524e-01 +9.8893e-01 +1.0832e+00 +2.0504e+00 +4.0831e-01 -1.1466e+00 -1.1336e+00 -1.4641e-01 +2.3975e+00 -2.1905e+00 -6.9162e-01
14066 +1.185171089e+02 +1.185171089e+02 +2.118171089e+02 +2.118171089e+02 +4.1822e-01 -2.3456e+00 -7.4574e-01 +1.1796e-01 -5.0399e-01 +6.4565e-01 -1.1526e+00 +7.6036e-01 -1.3041e+00 -9.4020e-01 +1.4088e+00 +1.8274e+00 -1.4923e-01 +4.6337e-01 -1.0637e+00 -9.4908e-01 -1.6474e+00 +1.8355e+00 -1.7254e+00 -1.1121e+00
